Timestamp,P99_Latency,Queue_Size,Replica_Count
2026-06-24T18:30:42,0.24185234610417564,0.0,1
2026-06-24T18:30:58,0.24185137752905736,0.0,1
2026-06-24T18:31:14,0.24182823934567366,6.0,1
2026-06-24T18:31:30,0.09703571428571427,4.0,1
2026-06-24T18:31:45,0.09720161290322579,1.0,1
2026-06-24T18:32:01,0.09745138888888889,4.0,1
2026-06-24T18:32:18,0.23386363636363636,4.0,1
2026-06-24T18:32:34,0.24140677966101698,0.0,1
2026-06-24T18:32:50,0.24467021276595743,0.0,1
2026-06-24T18:33:07,0.24499504950495052,7.0,1
2026-06-24T18:33:23,0.24463402061855669,0.0,1
2026-06-24T18:33:39,0.24619,4.0,1
2026-06-24T18:33:55,0.2457872340425532,5.0,1
2026-06-24T18:34:11,0.24597368421052626,0.0,1
2026-06-24T18:34:28,0.24437894736842106,5.0,1
2026-06-24T18:34:44,0.24476470588235294,8.0,1
2026-06-24T18:35:00,0.2447285714285714,0.0,1
2026-06-24T18:35:17,0.24451923076923077,6.0,1
2026-06-24T18:35:33,0.24458823529411763,26.0,2
2026-06-24T18:35:49,0.24551630434782606,131.0,4
2026-06-24T18:36:05,0.2420030798071773,238.0,7
2026-06-24T18:36:21,0.24201105972250156,242.0,10
2026-06-24T18:36:38,0.24200600067046588,281.0,10
2026-06-24T18:36:54,0.24200950341319769,287.0,10
2026-06-24T18:37:09,0.2420647136273864,293.0,10
2026-06-24T18:37:25,0.24201884996479642,257.0,10
2026-06-24T18:37:41,0.24199340510514122,242.0,10
2026-06-24T18:37:57,0.24201612419781043,253.0,10
2026-06-24T18:38:13,0.24196490137353094,261.0,10
2026-06-24T18:38:29,0.24193245914602002,239.0,10
2026-06-24T18:38:45,0.24191944659821632,265.0,10
2026-06-24T18:39:01,0.24193711451110844,267.0,10
2026-06-24T18:39:17,0.24195409095004863,211.0,10
2026-06-24T18:39:33,0.24187637885127433,176.0,10
2026-06-24T18:39:49,0.24193003165391724,153.0,10
2026-06-24T18:40:05,0.24186209553158702,137.0,10
2026-06-24T18:40:21,0.24193156845848449,110.0,10
2026-06-24T18:40:37,0.24192020148462348,7.0,10
2026-06-24T18:40:53,0.24187028683425044,5.0,10
2026-06-24T18:41:09,0.24189166635857626,0.0,9
2026-06-24T18:41:25,0.24174428063040168,5.0,10
2026-06-24T18:41:41,0.24173821998668896,2.0,10
2026-06-24T18:41:57,0.09860817307692307,6.0,10
2026-06-24T18:42:13,0.24100503144654076,2.0,2
2026-06-24T18:42:29,0.24148399962382197,6.0,2
2026-06-24T18:42:46,0.2416713968938331,0.0,1
2026-06-24T18:43:02,0.24196089115437014,6.0,2
2026-06-24T18:43:18,0.24196866162446565,0.0,1
2026-06-24T18:43:34,0.24197435056415637,0.0,1
2026-06-24T18:43:50,0.24198075412411627,0.0,1
2026-06-24T18:44:06,0.2419736220472441,0.0,1
2026-06-24T18:44:21,nan,0.0,2
