timestamp,p99_latency,replica_count,cpu_cores,queue_depth,drop_fraction
1782065568.488,nan,1.0,0.0007991369321125909,0.0,0.0
1782065583.853,0.19224999999999998,1.0,0.06832620769569012,0.0,0.0
1782065598.949,0.19254166666666672,1.0,0.28369361090022416,0.0,0.0
1782065614.06,0.1924545454545454,1.0,0.3867822751428483,0.0,0.0
1782065629.171,0.1944603174603175,1.0,0.5348010228544028,0.0,0.0
1782065644.398,0.19465625,1.0,0.5226146715678411,0.0,0.0
1782065659.615,0.1949076923076923,1.0,0.5052240445891676,0.0,0.0
1782065674.797,0.1939636363636364,1.0,0.4912399864154893,0.0,0.0
1782065690.054,0.19332653061224486,1.0,0.49546489791025605,0.0,0.0
1782065705.592,0.19412068965517243,1.0,0.5092398361802021,0.0,0.0
1782065720.754,0.19385714285714287,1.0,0.5312156627709504,0.0,0.0
1782065735.901,0.195421052631579,1.0,0.5376086305064446,0.0,0.0
1782065751.062,0.19557894736842102,1.0,0.5431807739177349,0.0,0.0
1782065766.234,0.19583333333333333,1.0,0.532992388676905,0.0,0.0
1782065781.407,0.19585245901639337,1.0,0.5443685325022973,0.0,0.0
1782065796.658,0.1924791666666667,1.0,0.5424745152908276,0.0,0.0
1782065811.853,0.19266000000000003,1.0,0.5533912696034371,0.0,0.0
1782065827.17,0.1930188679245283,1.0,0.569492474064001,3.0,0.0
1782065842.426,0.2995692307692308,1.0,0.663669963040656,2.0,0.1323251417769376
1782065857.605,0.5278571428571439,1.0,0.8257045772536468,2.0,0.32723358449946177
1782065872.877,0.8345833333333335,2.0,1.2407399075332357,2.0,0.37888198757763975
1782065888.094,0.8243750000000004,3.0,1.855112383643199,3.0,0.3843416370106762
1782065903.357,0.8333333333333334,3.0,2.342078823476174,1.0,0.365045806906272
1782065918.729,0.7194811320754718,3.0,2.744182540203216,3.0,0.2950268817204301
1782065933.879,0.7122159090909087,3.0,2.9152583335364253,3.0,0.2800269905533063
1782065949.329,0.6281818181818184,3.0,2.923991920752049,3.0,0.20995962314939437
1782065964.664,0.5209615384615355,3.0,2.9227069513544506,0.0,0.1778546712802768
1782065979.888,0.5382142857142829,3.0,2.9160023235118118,2.0,0.17593880389429764
1782065995.33,0.5070833333333348,3.0,2.9155202784893977,2.0,0.18015482054890922
1782066010.422,0.5578333333333323,3.0,2.8706305742895943,3.0,0.16437364228819695
1782066025.565,0.48456521739130404,3.0,2.5033303697455005,0.0,0.10391822827938671
1782066040.863,0.47194117647058886,3.0,1.9901517474515802,0.0,0.0626204238921002
1782066055.953,0.29924999999999996,3.0,1.5342816046028451,0.0,0.006180469715698393
1782066071.126,0.1972909090909091,3.0,1.1051736550728166,0.0,0.0
1782066086.226,0.19805454545454543,3.0,0.8502048566003818,0.0,0.0
1782066101.319,0.18889473684210537,3.0,0.6023156758053856,0.0,0.0
1782066116.441,0.17770588235294113,3.0,0.5260702576723505,0.0,0.0
1782066131.531,0.17681249999999987,3.0,0.4995168445541339,0.0,0.0
1782066146.621,0.18005263157894738,2.0,0.4727719444675278,0.0,0.0
1782066161.757,0.18268181818181828,1.0,0.4812843838444635,0.0,0.0
1782066176.869,0.20424999999999982,2.0,0.485247636490874,0.0,0.0
1782066192.056,0.2027500000000004,2.0,0.5188681804803249,0.0,0.0
